4,0,2,1,0,4,0,0,0,4,0,0,0,0,2,2,0,1,0,0
0,2,2,0,1,0,1,4,0,6,0,0,3,0,3,0,0,0,5,0
0,2,5,0,0,0,0,0,4,5,0,2,2,0,5,8,0,0,6,5
4,0,0,5,0,3,5,0,0,0,0,0,0,0,0,0,0,0,6,0
0,3,1,0,0,0,0,4,4,6,0,0,1,0,0,0,8,0,0,0
0,0,3,0,0,3,0,0,0,0,2,2,0,0,0,0,0,3,0,1
0,2,0,0,4,0,0,0,0,0,0,0,1,0,5,0,3,0,4,0
0,2,0,0,4,2,2,2,0,0,0,1,0,0,0,0,4,0,2,0
0,0,0,0,0,2,0,2,0,0,0,0,4,0,0,0,1,0,2,0
7,0,7,8,0,9,1,2,0,1,0,7,0,5,4,0,0,1,0,0
0,0,0,8,0,0,0,0,0,0,9,0,5,0,1,0,0,2,2,0
0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,2,0,0,0,1
0,3,0,2,0,0,4,4,0,0,7,0,0,0,0,0,2,0,1,0
0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,5,2,0,4,0
0,3,0,0,0,8,0,0,0,1,0,2,5,1,0,0,0,0,4,1
5,2,1,0,0,0,0,0,4,0,0,2,0,2,2,0,0,0,0,0
0,2,0,0,1,3,0,0,0,2,4,0,1,0,0,0,1,0,0,0
0,0,0,0,3,0,0,0,0,2,0,0,4,0,0,0,0,3,0,3
0,0,0,0,8,0,3,0,3,0,2,0,4,4,4,4,8,0,0,0
5,0,0,0,0,0,8,0,2,2,2,0,0,0,0,4,8,0,0,0
