0,0,12,4,0,0,7,1,0,0,0,0,0,1,8,0,0,0,0,4,0,13,0,0,4,0,0,4,0,0,4,0,0,6,1,0,0,1,0,0
0,0,12,0,0,0,0,7,0,0,0,5,0,15,0,0,0,0,0,11,0,4,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15
0,0,4,0,0,0,15,0,0,0,0,2,2,0,0,0,6,0,0,0,12,1,0,0,0,0,0,0,14,14,0,4,0,0,0,1,14,0,4,0
0,0,0,0,0,0,14,9,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,1,0,4,8,0,0,3,0,3,0,0,1,3,0,0,4,0
0,0,0,0,0,0,0,0,0,4,5,14,0,0,1,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,9,14,6,0,3,0,0,0,0,0
1,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,3,0,0,8,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,3,1,0
9,0,14,0,2,0,0,0,0,0,10,2,0,0,0,1,0,0,14,0,3,0,3,0,0,0,0,0,2,2,6,0,3,0,0,0,3,0,0,0
0,0,1,8,2,0,1,0,7,0,0,2,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,3,0,0,11,0,0,15
0,0,0,0,12,8,9,0,7,7,0,0,0,6,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,1
0,0,0,0,0,0,0,5,0,0,1,0,10,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,13,0,0
0,3,5,0,0,0,0,0,1,0,0,5,0,9,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,10,0,3,7,11
3,6,0,0,0,2,2,5,2,2,0,7,0,0,0,11,3,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,3,0,0,0,0,14
0,0,0,0,0,12,0,0,0,0,15,1,7,5,0,0,6,3,0,0,0,0,2,2,4,0,3,5,0,0,0,0,0,0,0,0,7,3,0,0
6,15,0,5,1,0,0,0,0,0,0,13,0,1,0,0,0,0,6,0,0,10,0,0,0,0,5,0,1,0,0,0,0,4,0,0,0,0,0,0
8,1,0,0,0,0,1,0,5,0,6,0,0,0,0,3,0,3,5,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,2,9,1,0,0,4,0,0,0,9,0,1,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0
3,0,0,0,0,0,5,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,4,10,3,13,0,0,1
0,3,1,0,7,0,3,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0
1,0,12,8,0,0,0,9,4,0,0,6,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,5,1,5,1,0,0,4,0
0,0,6,0,0,0,0,13,0,0,1,0,0,0,0,0,0,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,15,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,2,0,3,0,3,0,0,0,0,0,0,0,1,4,0,1,0,2,0,0,4,0,0
0,0,0,6,1,0,7,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,14,0,1,14,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,1,0,6,0,0,0,15,3,0,14,15,1
0,1,0,9,0,0,4,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,14,4,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,2,2,0,0,0,0,0,0,3,0,7,0,0
0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,10,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3
0,2,2,1,0,15,0,0,0,0,0,0,1,0,3,9,0,1,0,0,0,4,0,0,0,0,9,1,0,0,5,5,0,5,0,0,1,0,0,0
12,0,4,0,0,1,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,6,0,12,1,0,0,7,0,0,5,0,0,7,0,3,0,1,3
1,0,2,0,0,0,3,0,0,0,0,4,0,0,0,2,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0
8,4,2,15,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,12,2,2,0,0,0,0,0,2,2,6,14,0,0,15,0,0
0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,2,0,0,13,0,0,0,0,0,8,0,0,0,7,0,3,15
0,15,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,1,0,1,0,8,0,0,13,0,0,0,3,0,0
0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,2,0,14,4,0,0,0,6,0,1,0,0,0,0
0,0,0,2,0,0,1,10,0,0,5,0,0,0,0,0,1,7,0,0,0,0,0,3,0,0,2,0,0,0,0,4,0,0,0,0,0,13,0,0
0,2,0,2,0,0,0,1,0,0,11,0,0,5,0,0,0,5,0,0,0,14,7,0,0,0,0,0,2,0,15,0,4,0,0,3,0,0,0,5
15,2,0,0,10,0,0,15,5,0,9,1,0,0,0,0,0,0,0,0,0,0,3,0,5,15,0,6,2,0,0,0,0,0,0,9,3,0,5,0
2,0,0,0,2,0,0,2,2,0,0,6,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,6,10,1,0,0,0,0,0,0,0,0
2,0,0,0,2,0,0,1,0,0,0,6,0,0,0,2,7,15,0,0,2,14,3,13,0,0,5,0,0,1,0,0,4,1,10,9,0,7,0,0
6,15,0,6,0,0,15,9,0,11,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,9,0,0,1,0,5,0,0,0,0,15,0,4,7,0
